Bleu-score || Original Commit Message || Generated Commit Message
2.944 || issue <num> optimize the codes for issue that suggestion about the third part dependency of the rocket mq client <num> || add a todo <num> <num> html
2.855 || hive <num> fix entry for hive exec max dynamic partitions in config whitelist for sql std auth thejas nair reviewed by daniel dai || update core src main bisq <num> <num>
2.855 || exclude a few more ciphers from tests that are no longer supported in open ssl <num> <num> re group values for easier maintenance || add support for url to the cli
2.840 || hive <num> sql std auth user with admin option for role should be able to list all users in the role thejas nair reviewed by jason dere || add author to get owner to the plugin
2.840 || enable the ability to disable the buffered writer this does bunch of copying when writing using an async thread there is no need for such a thing || fix bug to be set to the file
2.794 || added a test for deserialization of fields using lowercase dot naming policy <num> || add testcase issue <num>
2.794 || hive <num> upgrade maven surefire to <num> <num> zoltan haindrich via ashutosh chauhan || remove unused code <num>
2.794 || hive <num> constant folding should happen before pcr ashutosh chauhan via prashanth j || remove dead code <num>
2.794 || hive <num> swap applying order of cp and ppd navis via ashutosh chauhan || remove unused code <num>
2.794 || amend hbase <num> fix test health checker timeout and add default test timeouts || remove dead code <num>
2.794 || fix a data race when determining whether or not check for time outs || add support for null
2.794 || fix an http <num> todo for processing uris add support for query strings || remove debug code <num>
2.794 || provide the method expected by the digester for adding security role ref elements || add a convenience method
2.794 || add sequence flow id in exception message when condition returns null or <num> || fix a typo <num>
2.763 || verify <num> guard log statement rule and guard debug logging rule broken for log <num> j <num> || add debug logging to test
2.763 || fixed the test i was stupid i followed the idea s code analysis hints fixed issue <num> || add test to the test
2.751 || hive <num> fix typo in type get type ttype id exception message keegan witt via ashutosh chauhan || remove unused method type type
2.751 || hive <num> insert into table overwrites existing table if table name contains uppercase character navis via namit || add support for table table
2.751 || hive <num> ql metadata hive close should check for null meta store client bc wong via namit || add test for issue <num>
2.751 || fix some intermittent test failures with nio <num> on osx problems with the test not the code || add test for issue <num>
2.712 || add a utility method that will make it easier to get the string manager for a given class || add a todo to the
2.712 || add unit test for antlr antlr <num> <num> currently fails because the underlying problem hasn t been fixed || add test for issue <num>
2.707 || remove supression info is name suppressed which appears to be unused || remove unused code
2.681 || fixed a bug pointed out by michal that he found out while he was working on the net beans plugin || add a todo to be able
2.681 || hive <num> meta store direct sql to get tables has misplaced comma jesus camacho rodriguez reviewed by aihua xu addendum || add a test to the test
